2, martin, solved, 0.27429866790771484
2, martin, solved, 0.2742924690246582
2, martin, solved, 0.2622976303100586
2, martin, solved, 0.26728010177612305
2, martin, solved, 0.26329588890075684
2, martin, solved, 0.2742605209350586
2, martin, solved, 0.2911872863769531
2, martin, solved, 0.2633199691772461
2, martin, solved, 0.26328134536743164
2, martin, solved, 0.27129292488098145
2, martin, solved, 0.31018996238708496
2, martin, solved, 0.28421854972839355
2, martin, solved, 0.279285192489624
2, martin, solved, 0.2672841548919678
2, martin, solved, 0.2692842483520508
2, martin, solved, 0.28523921966552734
2, martin, solved, 0.2812464237213135
2, martin, solved, 0.28228092193603516
2, martin, solved, 0.2713007926940918
2, martin, solved, 0.27825379371643066
2, maryam, solved, 0.05983734130859375
2, maryam, solved, 0.0648505687713623
2, maryam, solved, 0.05683422088623047
2, maryam, solved, 0.06284880638122559
2, maryam, solved, 0.06183314323425293
2, maryam, solved, 0.06482744216918945
2, maryam, solved, 0.06286287307739258
2, maryam, solved, 0.058841705322265625
2, maryam, solved, 0.06281709671020508
2, maryam, solved, 0.059854984283447266
2, maryam, solved, 0.06684708595275879
2, maryam, solved, 0.05983304977416992
2, maryam, solved, 0.059853315353393555
2, maryam, solved, 0.05784177780151367
2, maryam, solved, 0.06078624725341797
2, maryam, solved, 0.06585478782653809
2, maryam, solved, 0.06085324287414551
2, maryam, solved, 0.06084847450256348
2, maryam, solved, 0.06183433532714844
2, maryam, solved, 0.06183815002441406
2, jason, solved, 0.06780481338500977
2, jason, solved, 0.07579708099365234
2, jason, solved, 0.07082033157348633
2, jason, solved, 0.07382631301879883
2, jason, solved, 0.07779121398925781
2, jason, solved, 0.07480263710021973
2, jason, solved, 0.07679200172424316
2, jason, solved, 0.07282781600952148
2, jason, solved, 0.07377815246582031
2, jason, solved, 0.07579684257507324
2, jason, solved, 0.07380104064941406
2, jason, solved, 0.06984257698059082
2, jason, solved, 0.07081389427185059
2, jason, solved, 0.07083654403686523
2, jason, solved, 0.10770416259765625
2, jason, solved, 0.06980371475219727
2, jason, solved, 0.07677841186523438
2, jason, solved, 0.0857698917388916
2, jason, solved, 0.07180047035217285
2, jason, solved, 0.06881451606750488
