1, None, solved, 0.37801146507263184
1, None, solved, 0.35804080963134766
1, None, solved, 0.36205053329467773
1, None, solved, 0.35007619857788086
1, None, solved, 0.3799777030944824
1, None, solved, 0.3839738368988037
1, None, solved, 0.3839762210845947
1, None, solved, 0.37699341773986816
1, None, solved, 0.37200427055358887
1, None, solved, 0.3770315647125244
1, None, solved, 0.3730018138885498
1, None, solved, 0.42386579513549805
1, None, solved, 0.3929316997528076
1, None, solved, 0.40392041206359863
1, None, solved, 0.47373032569885254
